Network,Station,Latitude,Longitude,Elevation,SiteName,StartTime,EndTime
NL,DBN01,52.09887,5.17589,4.0,De Bilt Infrasound Array,2002-08-21T14:30:00,
NL,DBN02,52.09897,5.17621,3.0,De Bilt Infrasound Array,2002-08-21T14:30:00,
NL,DBN03,52.09897,5.17685,1.0,De Bilt Infrasound Array,2002-08-21T14:30:00,
NL,DBN04,52.09875,5.176830000000001,2.0,De Bilt Infrasound Array,2002-08-21T14:30:00,
NL,DBN05,52.098420000000004,5.1765300000000005,2.0,De Bilt Infrasound Array,2002-08-21T14:30:00,
NL,DBN06,52.09853,5.17623,3.0,De Bilt Infrasound Array,2002-08-21T14:30:00,
NL,DL01,52.060109999999995,5.8873,52.0,Deelen Infrasound Array,1999-07-01T00:00:00,
NL,DL14,52.05514,5.88275,49.0,Deelen Infrasound Array,1999-07-01T00:00:00,
NL,DL17,52.06005,5.8874699999999995,49.0,Deelen Infrasound Array,1999-07-01T00:00:00,
NL,ENM1,53.4064,6.4817,-50.0,Eenrum (Westernieland) niveau 1,1995-04-12T00:00:00,
NL,ENM2,53.4064,6.4817,-100.0,Eenrum (Westernieland) niveau 2,1995-04-12T00:00:00,
NL,ENM3,53.4064,6.4817,-150.0,Eenrum (Westernieland) niveau 3,1995-04-12T00:00:00,
NL,ENM4,53.4064,6.4817,-200.0,Eenrum (Westernieland) niveau 4,1995-04-12T00:00:00,
NL,ENV1,52.8944,6.6337,-50.0,Elp (Enerveen) niveau 1,1995-09-09T00:00:00,
NL,ENV2,52.8944,6.6337,-100.0,Elp (Enerveen) niveau 2,1995-09-09T00:00:00,
NL,ENV3,52.8944,6.6337,-150.0,Elp (Enerveen) niveau 3,1995-09-09T00:00:00,
NL,ENV4,52.8944,6.6337,-200.0,Elp (Enerveen) niveau 4,1995-09-09T00:00:00,
NL,EXL01,52.908069,6.865355,6.0,Exloo Infrasound Array,2005-01-01T00:00:00,
NL,EXL02,52.906794999999995,6.865549000000001,7.0,Exloo Infrasound Array,2005-01-01T00:00:00,
NL,EXL03,52.90829,6.86401,6.0,Exloo Infrasound Array,2005-01-01T00:00:00,
NL,EXL04,52.906704000000005,6.865989,4.0,Exloo Infrasound Array,2005-01-01T00:00:00,
NL,EXL05,52.90825699999999,6.8678289999999995,6.0,Exloo Infrasound Array,2005-01-01T00:00:00,
NL,EXL06,52.907097,6.865533,6.0,Exloo Infrasound Array,2005-01-01T00:00:00,
NL,FDG1,53.2562,5.5481,-50.0,Firdgum niveau 1,2009-10-13T00:00:00,
NL,FDG2,53.2562,5.5481,-100.0,Firdgum niveau 2,2009-10-13T00:00:00,
NL,FDG3,53.2562,5.5481,-150.0,Firdgum niveau 3,2009-10-13T00:00:00,
NL,FDG4,53.2562,5.5481,-200.0,Firdgum niveau 4,2009-10-13T00:00:00,
NL,FSW1,53.2135,7.1195,-50.0,Finsterwolde niveau 1,1995-05-05T00:00:00,
NL,FSW2,53.2135,7.1195,-100.0,Finsterwolde niveau 2,1995-05-05T00:00:00,
NL,FSW3,53.2135,7.1195,-150.0,Finsterwolde niveau 3,1995-05-05T00:00:00,
NL,FSW4,53.2135,7.1195,-200.0,Finsterwolde niveau 4,1995-05-05T00:00:00,2016-06-14T08:00:00
NL,FSW5,53.2135,7.1195,-250.0,Finsterwolde niveau 5,1995-05-05T00:00:00,
NL,G010,53.442535,6.731191,0.0,Uithuizermeeden (niveau 0),2015-02-10T00:00:00,
NL,G011,53.442535,6.731191,-50.0,Uithuizermeeden (niveau 1),2015-02-10T00:00:00,
NL,G012,53.442535,6.731191,-100.0,Uithuizermeeden (niveau 2),2015-02-10T00:00:00,
NL,G013,53.442535,6.731191,-150.0,Uithuizermeeden (niveau 3),2015-02-10T00:00:00,
NL,G014,53.442535,6.731191,-200.0,Uithuizermeeden (niveau 4),2015-02-10T00:00:00,
NL,G020,53.449009999999994,6.805842,0.0,Eemshaven (niveau 0),2015-02-10T00:00:00,
NL,G021,53.449009999999994,6.805842,-50.0,Eemshaven (niveau 1),2015-02-10T00:00:00,
NL,G022,53.449009999999994,6.805842,-100.0,Eemshaven (niveau 2),2015-02-10T00:00:00,
NL,G023,53.449009999999994,6.805842,-150.0,Eemshaven (niveau 3),2015-02-10T00:00:00,
NL,G024,53.449009999999994,6.805842,-200.0,Eemshaven (niveau 4),2015-02-10T00:00:00,
NL,G030,53.415886,6.5975589999999995,0.0,Usquert (niveau 0),2015-02-10T00:00:00,
NL,G031,53.415886,6.5975589999999995,-50.0,Usquert (niveau 1),2015-02-10T00:00:00,
NL,G032,53.415886,6.5975589999999995,-100.0,Usquert (niveau 2),2015-02-10T00:00:00,
NL,G033,53.415886,6.5975589999999995,-150.0,Usquert (niveau 3),2015-02-10T00:00:00,
NL,G034,53.415886,6.5975589999999995,-200.0,Usquert (niveau 4),2015-02-10T00:00:00,
NL,G040,53.41469,6.67472,0.0,Uithuizen (niveau 0),2015-06-04T00:00:00,
NL,G041,53.41469,6.67472,-50.0,Uithuizen (niveau 1),2015-06-04T00:00:00,
NL,G042,53.41469,6.67472,-100.0,Uithuizen (niveau 2),2015-06-04T00:00:00,
NL,G043,53.41469,6.67472,-150.0,Uithuizen (niveau 3),2015-06-04T00:00:00,
NL,G044,53.41469,6.67472,-200.0,Uithuizen (niveau 4),2015-06-04T00:00:00,
NL,G050,53.418438,6.771304,0.0,Roodeschool (niveau 0),2015-07-16T00:00:00,
NL,G051,53.418438,6.771304,-50.0,Roodeschool (niveau 1),2015-07-16T00:00:00,
NL,G052,53.418438,6.771304,-100.0,Roodeschool (niveau 2),2015-07-16T00:00:00,
NL,G053,53.418438,6.771304,-150.0,Roodeschool (niveau 3),2015-07-16T00:00:00,
NL,G054,53.418438,6.771304,-200.0,Roodeschool (niveau 4),2015-07-16T00:00:00,
NL,G060,53.411094999999996,6.870878,0.0,Spijk - Vierhuizen (niveau 0),2015-09-15T00:00:00,
NL,G061,53.411094999999996,6.870878,-50.0,Spijk - Vierhuizen (niveau 1),2015-09-15T00:00:00,
NL,G062,53.411094999999996,6.870878,-100.0,Spijk - Vierhuizen (niveau 2),2015-09-15T00:00:00,
NL,G063,53.411094999999996,6.870878,-150.0,Spijk - Vierhuizen (niveau 3),2015-09-15T00:00:00,
NL,G064,53.411094999999996,6.870878,-200.0,Spijk - Vierhuizen (niveau 4),2015-09-15T00:00:00,
NL,G070,53.394580000000005,6.545769,0.0,Warffum (niveau 0),2015-09-24T00:00:00,
NL,G071,53.394580000000005,6.545769,-50.0,Warffum (niveau 1),2015-09-24T00:00:00,
NL,G072,53.394580000000005,6.545769,-100.0,Warffum (niveau 2),2015-09-24T00:00:00,
NL,G073,53.394580000000005,6.545769,-150.0,Warffum (niveau 3),2015-09-24T00:00:00,
NL,G074,53.394580000000005,6.545769,-200.0,Warffum (niveau 4),2015-09-24T00:00:00,
NL,G080,53.395447,6.643896000000001,0.0,Rottum (niveau 0),2015-09-22T00:00:00,
NL,G081,53.395447,6.643896000000001,-50.0,Rottum (niveau 1),2015-09-22T00:00:00,
NL,G082,53.395447,6.643896000000001,-100.0,Rottum (niveau 2),2015-09-22T00:00:00,
NL,G083,53.395447,6.643896000000001,-150.0,Rottum (niveau 3),2015-09-22T00:00:00,
NL,G084,53.395447,6.643896000000001,-200.0,Rottum (niveau 4),2015-09-22T00:00:00,
NL,G090,53.387764000000004,6.724525,0.0,Oldenzijl (niveau 0),2015-09-18T00:00:00,
NL,G091,53.387764000000004,6.724525,-50.0,Oldenzijl (niveau 1),2015-09-18T00:00:00,
NL,G092,53.387764000000004,6.724525,-100.0,Oldenzijl (niveau 2),2015-09-18T00:00:00,
NL,G093,53.387764000000004,6.724525,-150.0,Oldenzijl (niveau 3),2015-09-18T00:00:00,
NL,G094,53.387764000000004,6.724525,-200.0,Oldenzijl (niveau 4),2015-09-18T00:00:00,
NL,G100,53.37846999999999,6.804435000000001,0.0,Godlinze (niveau 0),2015-09-08T00:00:00,
NL,G101,53.37846999999999,6.804435000000001,-50.0,Godlinze (niveau 1),2015-09-08T00:00:00,
NL,G102,53.37846999999999,6.804435000000001,-100.0,Godlinze (niveau 2),2015-09-08T00:00:00,
NL,G103,53.37846999999999,6.804435000000001,-150.0,Godlinze (niveau 3),2015-09-08T00:00:00,
NL,G104,53.37846999999999,6.804435000000001,-200.0,Godlinze (niveau 4),2015-09-08T00:00:00,
NL,G110,53.366917,6.889139,0.0,Holwierde (niveau 0),2015-12-08T00:00:00,
NL,G111,53.366917,6.889139,-50.0,Holwierde (niveau 1),2015-12-08T00:00:00,
NL,G112,53.366917,6.889139,-100.0,Holwierde (niveau 2),2015-12-08T00:00:00,
NL,G113,53.366917,6.889139,-150.0,Holwierde (niveau 3),2015-12-08T00:00:00,
NL,G114,53.366917,6.889139,-200.0,Holwierde (niveau 4),2015-12-08T00:00:00,
NL,G120,53.36991999999999,6.571389999999999,0.0,Warffum (niveau 0),2017-10-05T00:00:00,
NL,G121,53.36991999999999,6.571389999999999,-50.0,Warffum (niveau 1),2017-10-05T00:00:00,
NL,G122,53.36991999999999,6.571389999999999,-100.0,Warffum (niveau 2),2017-10-05T00:00:00,
NL,G123,53.36991999999999,6.571389999999999,-150.0,Warffum (niveau 3),2017-10-05T00:00:00,
NL,G124,53.36991999999999,6.571389999999999,-200.0,Warffum (niveau 4),2017-10-05T00:00:00,
NL,G130,53.34894,6.668564,0.0,Middelstum (niveau 0),2015-09-22T00:00:00,
NL,G131,53.34894,6.668564,-50.0,Middelstum (niveau 1),2015-09-22T00:00:00,
NL,G132,53.34894,6.668564,-100.0,Middelstum (niveau 2),2015-09-22T00:00:00,
NL,G133,53.34894,6.668564,-150.0,Middelstum (niveau 3),2015-09-22T00:00:00,
NL,G134,53.34894,6.668564,-200.0,Middelstum (niveau 4),2015-09-22T00:00:00,
NL,G140,53.35860400000001,6.770835000000001,0.0,t Zandt GN (niveau 0),2015-02-11T00:00:00,
NL,G141,53.35860400000001,6.770835000000001,-50.0,t Zandt GN (niveau 1),2015-02-11T00:00:00,
NL,G142,53.35860400000001,6.770835000000001,-100.0,t Zandt GN (niveau 2),2015-02-11T00:00:00,
NL,G143,53.35860400000001,6.770835000000001,-150.0,t Zandt GN (niveau 3),2015-02-11T00:00:00,
NL,G144,53.35860400000001,6.770835000000001,-200.0,t Zandt GN (niveau 4),2015-02-11T00:00:00,
NL,G160,53.338528000000004,6.531397,0.0,Winsum (niveau 0),2015-09-17T00:00:00,
NL,G161,53.338528000000004,6.531397,-50.0,Winsum (niveau 1),2015-09-17T00:00:00,
NL,G162,53.338528000000004,6.531397,-100.0,Winsum (niveau 2),2015-09-17T00:00:00,
NL,G163,53.338528000000004,6.531397,-150.0,Winsum (niveau 3),2015-09-17T00:00:00,
NL,G164,53.338528000000004,6.531397,-200.0,Winsum (niveau 4),2015-09-17T00:00:00,
NL,G170,53.336197,6.6363460000000005,0.0,Middelstum (niveau 0),2015-04-29T00:00:00,
NL,G171,53.336197,6.6363460000000005,-50.0,Middelstum (niveau 1),2015-04-29T00:00:00,
NL,G172,53.336197,6.6363460000000005,-100.0,Middelstum (niveau 2),2015-04-29T00:00:00,
NL,G173,53.336197,6.6363460000000005,-150.0,Middelstum (niveau 3),2015-04-29T00:00:00,
NL,G174,53.336197,6.6363460000000005,-200.0,Middelstum (niveau 4),2015-04-29T00:00:00,
NL,G180,53.330624,6.7217020000000005,0.0,Loppersum (niveau 0),2015-09-18T00:00:00,
NL,G181,53.330624,6.7217020000000005,-50.0,Loppersum (niveau 1),2015-09-18T00:00:00,
NL,G182,53.330624,6.7217020000000005,-100.0,Loppersum (niveau 2),2015-09-18T00:00:00,
NL,G183,53.330624,6.7217020000000005,-150.0,Loppersum (niveau 3),2015-09-18T00:00:00,
NL,G184,53.330624,6.7217020000000005,-200.0,Loppersum (niveau 4),2015-09-18T00:00:00,
NL,G190,53.337814,6.817032000000001,0.0,Oostwijtwerd (niveau 0),2015-09-18T00:00:00,
NL,G191,53.337814,6.817032000000001,-50.0,Oostwijtwerd (niveau 1),2015-09-18T00:00:00,
NL,G192,53.337814,6.817032000000001,-100.0,Oostwijtwerd (niveau 2),2015-09-18T00:00:00,
NL,G193,53.337814,6.817032000000001,-150.0,Oostwijtwerd (niveau 3),2015-09-18T00:00:00,
NL,G194,53.337814,6.817032000000001,-200.0,Oostwijtwerd (niveau 4),2015-09-18T00:00:00,
NL,G200,53.335297,6.8951649999999995,0.0,Biessum (niveau 0),2015-05-28T00:00:00,
NL,G201,53.335297,6.8951649999999995,-50.0,Biessum (niveau 1),2015-05-28T00:00:00,
NL,G202,53.335297,6.8951649999999995,-100.0,Biessum (niveau 2),2015-05-28T00:00:00,
NL,G203,53.335297,6.8951649999999995,-150.0,Biessum (niveau 3),2015-05-28T00:00:00,
NL,G204,53.335297,6.8951649999999995,-200.0,Biessum (niveau 4),2015-05-28T00:00:00,
NL,G210,53.313373999999996,6.593737,0.0,Vroetende mol (niveau 0),2015-09-17T00:00:00,
NL,G211,53.313373999999996,6.593737,-50.0,Vroetende mol (niveau 1),2015-09-17T00:00:00,
NL,G212,53.313373999999996,6.593737,-100.0,Vroetende mol (niveau 2),2015-09-17T00:00:00,
NL,G213,53.313373999999996,6.593737,-150.0,Vroetende mol (niveau 3),2015-09-17T00:00:00,
NL,G214,53.313373999999996,6.593737,-200.0,Vroetende mol (niveau 4),2015-09-17T00:00:00,
NL,G220,53.31035,6.677621,0.0,Stedum (niveau 0),2015-02-10T00:00:00,
NL,G221,53.31035,6.677621,-50.0,Stedum (niveau 1),2015-02-10T00:00:00,
NL,G222,53.31035,6.677621,-100.0,Stedum (niveau 2),2015-02-10T00:00:00,
NL,G223,53.31035,6.677621,-150.0,Stedum (niveau 3),2015-02-10T00:00:00,
NL,G224,53.31035,6.677621,-200.0,Stedum (niveau 4),2015-02-10T00:00:00,
NL,G230,53.309490000000004,6.767527,0.0,Garrelsweer (niveau 0),2015-02-16T00:00:00,
NL,G231,53.309490000000004,6.767527,-50.0,Garrelsweer (niveau 1),2015-02-16T00:00:00,
NL,G232,53.309490000000004,6.767527,-100.0,Garrelsweer (niveau 2),2015-02-16T00:00:00,
NL,G233,53.309490000000004,6.767527,-150.0,Garrelsweer (niveau 3),2015-02-16T00:00:00,
NL,G234,53.309490000000004,6.767527,-200.0,Garrelsweer (niveau 4),2015-02-16T00:00:00,
NL,G240,53.289974,6.856169,0.0,Steendam (niveau 0),2014-11-12T00:00:00,
NL,G241,53.289974,6.856169,-50.0,Steendam (niveau 1),2014-11-12T00:00:00,
NL,G242,53.289974,6.856169,-100.0,Steendam (niveau 2),2014-11-12T00:00:00,
NL,G243,53.289974,6.856169,-150.0,Steendam (niveau 3),2014-11-12T00:00:00,
NL,G244,53.289974,6.856169,-200.0,Steendam (niveau 4),2014-11-12T00:00:00,
NL,G250,53.308117,6.943312,0.0,Weiwerd (niveau 0),2017-05-12T00:00:00,
NL,G251,53.308117,6.943312,-50.0,Weiwerd (niveau 1),2017-05-12T00:00:00,
NL,G252,53.308117,6.943312,-100.0,Weiwerd (niveau 2),2017-05-12T00:00:00,
NL,G253,53.308117,6.943312,-150.0,Weiwerd (niveau 3),2017-05-12T00:00:00,
NL,G254,53.308117,6.943312,-200.0,Weiwerd (niveau 4),2017-05-12T00:00:00,
NL,G260,53.28208000000001,6.545806,0.0,Adorp (niveau 0),2015-10-22T00:00:00,
NL,G261,53.28208000000001,6.545806,-50.0,Adorp (niveau 1),2015-10-22T00:00:00,
NL,G262,53.28208000000001,6.545806,-100.0,Adorp (niveau 2),2015-10-22T00:00:00,
NL,G263,53.28208000000001,6.545806,-150.0,Adorp (niveau 3),2015-10-22T00:00:00,
NL,G264,53.28208000000001,6.545806,-200.0,Adorp (niveau 4),2015-10-22T00:00:00,
NL,G270,53.28318,6.628118,0.0,Ellerhuizen (niveau 0),2015-11-27T00:00:00,
NL,G271,53.28318,6.628118,-50.0,Ellerhuizen (niveau 1),2015-11-27T00:00:00,
NL,G272,53.28318,6.628118,-100.0,Ellerhuizen (niveau 2),2015-11-27T00:00:00,
NL,G273,53.28318,6.628118,-150.0,Ellerhuizen (niveau 3),2015-11-27T00:00:00,
NL,G274,53.28318,6.628118,-200.0,Ellerhuizen (niveau 4),2015-11-27T00:00:00,
NL,G280,53.27221,6.729164,0.0,Woltersum (niveau 0),2016-03-28T00:00:00,
NL,G281,53.27221,6.729164,-50.0,Woltersum (niveau 1),2016-03-28T00:00:00,
NL,G282,53.27221,6.729164,-100.0,Woltersum (niveau 2),2016-03-28T00:00:00,
NL,G283,53.27221,6.729164,-150.0,Woltersum (niveau 3),2016-03-28T00:00:00,
NL,G284,53.27221,6.729164,-200.0,Woltersum (niveau 4),2016-03-28T00:00:00,
NL,G290,53.281406000000004,6.7869660000000005,0.0,Overschild (niveau 0),2015-09-22T00:00:00,
NL,G291,53.281406000000004,6.7869660000000005,-50.0,Overschild (niveau 1),2015-09-22T00:00:00,
NL,G292,53.281406000000004,6.7869660000000005,-100.0,Overschild (niveau 2),2015-09-22T00:00:00,
NL,G293,53.281406000000004,6.7869660000000005,-150.0,Overschild (niveau 3),2015-09-22T00:00:00,
NL,G294,53.281406000000004,6.7869660000000005,-200.0,Overschild (niveau 4),2015-09-22T00:00:00,
NL,G300,53.27916999999999,6.895144999999999,0.0,Meedhuizen (niveau 0),2014-10-23T00:00:00,
NL,G301,53.27916999999999,6.895144999999999,-50.0,Meedhuizen (niveau 1),2014-10-23T00:00:00,
NL,G302,53.27916999999999,6.895144999999999,-100.0,Meedhuizen (niveau 2),2014-10-23T00:00:00,
NL,G303,53.27916999999999,6.895144999999999,-150.0,Meedhuizen (niveau 3),2014-10-23T00:00:00,
NL,G304,53.27916999999999,6.895144999999999,-200.0,Meedhuizen (niveau 4),2014-10-23T00:00:00,
NL,G310,53.296195999999995,7.021758999999999,0.0,Borgsweer (niveau 0),2015-11-27T00:00:00,
NL,G311,53.296195999999995,7.021758999999999,-50.0,Borgsweer (niveau 1),2015-11-27T00:00:00,
NL,G312,53.296195999999995,7.021758999999999,-100.0,Borgsweer (niveau 2),2015-11-27T00:00:00,
NL,G313,53.296195999999995,7.021758999999999,-150.0,Borgsweer (niveau 3),2015-11-27T00:00:00,
NL,G314,53.296195999999995,7.021758999999999,-200.0,Borgsweer (niveau 4),2015-11-27T00:00:00,
NL,G320,53.24981,6.57919,0.0,Groningen - Hornbach (niveau 0),2015-11-27T00:00:00,
NL,G321,53.24981,6.57919,-50.0,Groningen - Hornbach (niveau 1),2015-11-27T00:00:00,
NL,G322,53.24981,6.57919,-100.0,Groningen - Hornbach (niveau 2),2015-11-27T00:00:00,
NL,G323,53.24981,6.57919,-150.0,Groningen - Hornbach (niveau 3),2015-11-27T00:00:00,
NL,G324,53.24981,6.57919,-200.0,Groningen - Hornbach (niveau 4),2015-11-27T00:00:00,
NL,G330,53.24991,6.670763000000001,0.0,Garmerwolde (niveau 0),2016-01-22T00:00:00,
NL,G331,53.24991,6.670763000000001,-50.0,Garmerwolde (niveau 1),2016-01-22T00:00:00,
NL,G332,53.24991,6.670763000000001,-100.0,Garmerwolde (niveau 2),2016-01-22T00:00:00,
NL,G333,53.24991,6.670763000000001,-150.0,Garmerwolde (niveau 3),2016-01-22T00:00:00,
NL,G334,53.24991,6.670763000000001,-200.0,Garmerwolde (niveau 4),2016-01-22T00:00:00,
NL,G340,53.25252,6.76508,0.0,Overschild (niveau 0),2014-10-23T00:00:00,
NL,G341,53.25252,6.76508,-50.0,Overschild (niveau 1),2014-10-23T00:00:00,
NL,G342,53.25252,6.76508,-100.0,Overschild (niveau 2),2014-10-23T00:00:00,
NL,G343,53.25252,6.76508,-150.0,Overschild (niveau 3),2014-10-23T00:00:00,
NL,G344,53.25252,6.76508,-200.0,Overschild (niveau 4),2014-10-23T00:00:00,
NL,G350,53.254936,6.8621360000000005,0.0,Sidderburen (niveau 0),2017-04-04T00:00:00,
NL,G351,53.254936,6.8621360000000005,-50.0,Sidderburen (niveau 1),2017-04-04T00:00:00,
NL,G352,53.254936,6.8621360000000005,-100.0,Sidderburen (niveau 2),2017-04-04T00:00:00,
NL,G353,53.254936,6.8621360000000005,-150.0,Sidderburen (niveau 3),2017-04-04T00:00:00,
NL,G354,53.254936,6.8621360000000005,-200.0,Sidderburen (niveau 4),2017-04-04T00:00:00,
NL,G360,53.26505,6.924453999999999,0.0,Wagenborgen (niveau 0),2015-12-07T00:00:00,
NL,G361,53.26505,6.924453999999999,-50.0,Wagenborgen (niveau 1),2015-12-07T00:00:00,
NL,G362,53.26505,6.924453999999999,-100.0,Wagenborgen (niveau 2),2015-12-07T00:00:00,
NL,G363,53.26505,6.924453999999999,-150.0,Wagenborgen (niveau 3),2015-12-07T00:00:00,
NL,G364,53.26505,6.924453999999999,-200.0,Wagenborgen (niveau 4),2015-12-07T00:00:00,
NL,G370,53.273952,7.035,0.0,Woldendorp (niveau 0),2015-12-02T00:00:00,
NL,G371,53.273952,7.035,-50.0,Woldendorp (niveau 1),2015-12-02T00:00:00,
NL,G372,53.273952,7.035,-100.0,Woldendorp (niveau 2),2015-12-02T00:00:00,
NL,G373,53.273952,7.035,-150.0,Woldendorp (niveau 3),2015-12-02T00:00:00,
NL,G374,53.273952,7.035,-200.0,Woldendorp (niveau 4),2015-12-02T00:00:00,
NL,G380,53.200511999999996,6.547562999999999,0.0,Groningen - gasunie (niveau 0),2016-04-11T00:00:00,
NL,G381,53.200511999999996,6.547562999999999,-50.0,Groningen - gasunie (niveau 1),2016-04-11T00:00:00,
NL,G382,53.200511999999996,6.547562999999999,-100.0,Groningen - gasunie (niveau 2),2016-04-11T00:00:00,
NL,G383,53.200511999999996,6.547562999999999,-150.0,Groningen - gasunie (niveau 3),2016-04-11T00:00:00,
NL,G384,53.200511999999996,6.547562999999999,-200.0,Groningen - gasunie (niveau 4),2016-04-11T00:00:00,
NL,G390,53.22525,6.724121,0.0,Woudbloemsloot (niveau 0),2014-10-24T00:00:00,
NL,G391,53.22525,6.724121,-50.0,Woudbloemsloot (niveau 1),2014-10-24T00:00:00,
NL,G392,53.22525,6.724121,-100.0,Woudbloemsloot (niveau 2),2014-10-24T00:00:00,
NL,G393,53.22525,6.724121,-150.0,Woudbloemsloot (niveau 3),2014-10-24T00:00:00,
NL,G394,53.22525,6.724121,-200.0,Woudbloemsloot (niveau 4),2014-10-24T00:00:00,
NL,G400,53.22501,6.809874000000001,0.0,Schildwolde (niveau 0),2014-10-24T00:00:00,
NL,G401,53.22501,6.809874000000001,-50.0,Schildwolde (niveau 1),2014-10-24T00:00:00,
NL,G402,53.22501,6.809874000000001,-100.0,Schildwolde (niveau 2),2014-10-24T00:00:00,
NL,G403,53.22501,6.809874000000001,-150.0,Schildwolde (niveau 3),2014-10-24T00:00:00,
NL,G404,53.22501,6.809874000000001,-200.0,Schildwolde (niveau 4),2014-10-24T00:00:00,
NL,G410,53.223434,6.8918669999999995,0.0,Noordbroek (niveau 0),2015-09-22T00:00:00,
NL,G411,53.223434,6.8918669999999995,-50.0,Noordbroek (niveau 1),2015-09-22T00:00:00,
NL,G412,53.223434,6.8918669999999995,-100.0,Noordbroek (niveau 2),2015-09-22T00:00:00,
NL,G413,53.223434,6.8918669999999995,-150.0,Noordbroek (niveau 3),2015-09-22T00:00:00,
NL,G414,53.223434,6.8918669999999995,-200.0,Noordbroek (niveau 4),2015-09-22T00:00:00,
NL,G420,53.221687,6.9886490000000006,0.0,Nieuwolda (niveau 0),2015-02-11T00:00:00,
NL,G421,53.221687,6.9886490000000006,-50.0,Nieuwolda (niveau 1),2015-02-11T00:00:00,
NL,G422,53.221687,6.9886490000000006,-100.0,Nieuwolda (niveau 2),2015-02-11T00:00:00,
NL,G423,53.221687,6.9886490000000006,-150.0,Nieuwolda (niveau 3),2015-02-11T00:00:00,
NL,G424,53.221687,6.9886490000000006,-200.0,Nieuwolda (niveau 4),2015-02-11T00:00:00,
NL,G430,53.231853,7.079074,0.0,Finsterwolde (niveau 0),2015-06-25T00:00:00,
NL,G431,53.231853,7.079074,-50.0,Finsterwolde (niveau 1),2015-06-25T00:00:00,
NL,G432,53.231853,7.079074,-100.0,Finsterwolde (niveau 2),2015-06-25T00:00:00,
NL,G433,53.231853,7.079074,-150.0,Finsterwolde (niveau 3),2015-06-25T00:00:00,
NL,G434,53.231853,7.079074,-200.0,Finsterwolde (niveau 4),2015-06-25T00:00:00,
NL,G440,53.204193000000004,6.6839580000000005,0.0,Harkstede (niveau 0),2015-02-11T00:00:00,
NL,G441,53.204193000000004,6.6839580000000005,-50.0,Harkstede (niveau 1),2015-02-11T00:00:00,
NL,G442,53.204193000000004,6.6839580000000005,-100.0,Harkstede (niveau 2),2015-02-11T00:00:00,
NL,G443,53.204193000000004,6.6839580000000005,-150.0,Harkstede (niveau 3),2015-02-11T00:00:00,
NL,G444,53.204193000000004,6.6839580000000005,-200.0,Harkstede (niveau 4),2015-02-11T00:00:00,
NL,G450,53.199535,6.7644779999999995,0.0,Ruiten (niveau 0),2014-10-23T00:00:00,
NL,G451,53.199535,6.7644779999999995,-50.0,Ruiten (niveau 1),2014-10-23T00:00:00,
NL,G452,53.199535,6.7644779999999995,-100.0,Ruiten (niveau 2),2014-10-23T00:00:00,
NL,G453,53.199535,6.7644779999999995,-150.0,Ruiten (niveau 3),2014-10-23T00:00:00,
NL,G454,53.199535,6.7644779999999995,-200.0,Ruiten (niveau 4),2014-10-23T00:00:00,
NL,G460,53.19783,6.849796,0.0,Noordbroek (niveau 0),2014-10-31T00:00:00,
NL,G461,53.19783,6.849796,-50.0,Noordbroek (niveau 1),2014-10-31T00:00:00,
NL,G462,53.19783,6.849796,-100.0,Noordbroek (niveau 2),2014-10-31T00:00:00,
NL,G463,53.19783,6.849796,-150.0,Noordbroek (niveau 3),2014-10-31T00:00:00,
NL,G464,53.19783,6.849796,-200.0,Noordbroek (niveau 4),2014-10-31T00:00:00,
NL,G470,53.19635,6.941322,0.0,Nieuw Scheemda (niveau 0),2016-03-28T00:00:00,
NL,G471,53.19635,6.941322,-50.0,Nieuw Scheemda (niveau 1),2016-03-28T00:00:00,
NL,G472,53.19635,6.941322,-100.0,Nieuw Scheemda (niveau 2),2016-03-28T00:00:00,
NL,G473,53.19635,6.941322,-150.0,Nieuw Scheemda (niveau 3),2016-03-28T00:00:00,
NL,G474,53.19635,6.941322,-200.0,Nieuw Scheemda (niveau 4),2016-03-28T00:00:00,
NL,G480,53.19726,7.028954,0.0,Midwolda (niveau 0),2016-06-21T00:00:00,
NL,G481,53.19726,7.028954,-50.0,Midwolda (niveau 1),2016-06-21T00:00:00,
NL,G482,53.19726,7.028954,-100.0,Midwolda (niveau 2),2016-06-21T00:00:00,
NL,G483,53.19726,7.028954,-150.0,Midwolda (niveau 3),2016-06-21T00:00:00,
NL,G484,53.19726,7.028954,-200.0,Midwolda (niveau 4),2016-06-21T00:00:00,
NL,G490,53.176469999999995,6.730598,0.0,Kolham (niveau 0),2014-10-23T00:00:00,
NL,G491,53.176469999999995,6.730598,-50.0,Kolham (niveau 1),2014-10-23T00:00:00,
NL,G492,53.176469999999995,6.730598,-100.0,Kolham (niveau 2),2014-10-23T00:00:00,
NL,G493,53.176469999999995,6.730598,-150.0,Kolham (niveau 3),2014-10-23T00:00:00,
NL,G494,53.176469999999995,6.730598,-200.0,Kolham (niveau 4),2014-10-23T00:00:00,
NL,G500,53.174526,6.809342999999999,0.0,Sappemeer (niveau 0),2015-08-28T00:00:00,
NL,G501,53.174526,6.809342999999999,-50.0,Sappemeer (niveau 1),2015-08-28T00:00:00,
NL,G502,53.174526,6.809342999999999,-100.0,Sappemeer (niveau 2),2015-08-28T00:00:00,
NL,G503,53.174526,6.809342999999999,-150.0,Sappemeer (niveau 3),2015-08-28T00:00:00,
